stop_id,stop_name,stop_lat,stop_lon,stop_address,stop_url,level_id,location_type,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood
place-alfcl,Alewife,42.39583,-71.141287,"Alewife Brook Pkwy and Cambridge Park Dr, Cambridge, MA 02140",https://www.mbta.com/stops/place-alfcl,,1,1,Cambridge,,,,,,,,,,,
place-alsgr,Allston Street,42.348701,-71.137955,"Allston St and Commonwealth Ave, Boston, MA 02134",https://www.mbta.com/stops/place-alsgr,,1,2,Boston,,,,,,,,,,,
place-amory,Amory Street,42.350992,-71.114748,"Commonwealth Ave and Amory St, Boston, MA 02215",https://www.mbta.com/stops/place-amory,,1,1,Boston,,,,,,,,,,,
place-andrw,Andrew,42.330154,-71.057655,"Dorchester Ave and Southhampton St, South Boston, MA 02127",https://www.mbta.com/stops/place-andrw,,1,1,Boston,,,,,,,,,,,
place-aport,Airport,42.374262,-71.030395,"Transportation Way and Service Rd, Boston, MA 02128",https://www.mbta.com/stops/place-aport,,1,1,Boston,,,,,,,,,,,
place-aqucl,Aquarium,42.359784,-71.051652,"Atlantic Ave and State St, Boston, MA 02120",https://www.mbta.com/stops/place-aqucl,,1,1,Boston,,,,,,,,,,,
place-armnl,Arlington,42.351902,-71.070893,"Arlington St and Boylston St, Boston, MA 02116",https://www.mbta.com/stops/place-armnl,,1,1,Boston,,,,,,,,,,,
place-asmnl,Ashmont,42.28452,-71.063777,"Dorchester Ave and Ashmont St, Boston, MA 02124",https://www.mbta.com/stops/place-asmnl,,1,1,Boston,,,,,,,,,,,
place-astao,Assembly,42.392811,-71.077257,"499 Foley St, Somerville, MA 02145",https://www.mbta.com/stops/place-astao,,1,1,Somerville,,,,,,,,,,,
place-babck,Babcock Street,42.351616,-71.119924,"Commonwealth Ave and Babcock St, Boston, MA 02215",https://www.mbta.com/stops/place-babck,,1,1,Boston,,,,,,,,,,,
place-balsq,Ball Square,42.399889,-71.111003,"646 Boston Ave, Somerville, MA 02144",https://www.mbta.com/stops/place-balsq,,1,1,Medford,,,,,,,,,,,
place-bbsta,Back Bay,42.34735,-71.075727,"145 Dartmouth St Boston, MA 02116",https://www.mbta.com/stops/place-bbsta,,1,1,Boston,,,,,,,,,,,
place-bckhl,Back of the Hill,42.330139,-71.111313,"100 South Huntington Ave, Boston, MA 02130",https://www.mbta.com/stops/place-bckhl,,1,2,Boston,,,,,,,,,,,
place-bcnfd,Beaconsfield,42.335765,-71.140455,"124 Beaconsfield Rd, Brookline, MA 02445",https://www.mbta.com/stops/place-bcnfd,,1,2,Brookline,,,,,,,,,,,
place-bcnwa,Washington Square,42.339394,-71.13533,"Beacon St and Washington St, Brookline, MA",https://www.mbta.com/stops/place-bcnwa,,1,1,Brookline,,,,,,,,,,,
place-bland,Blandford Street,42.349293,-71.100258,"Commonwealth Ave and Blandford Mall, Boston, MA 02215",https://www.mbta.com/stops/place-bland,,1,2,Boston,,,,,,,,,,,
place-bmmnl,Beachmont,42.397542,-70.992319,"630 Winthrop Ave, Revere, MA 02151",https://www.mbta.com/stops/place-bmmnl,,1,1,Revere,,,,,,,,,,,
place-bndhl,Brandon Hall,42.340023,-71.129082,"1481 Beacon St, Brookline, MA",https://www.mbta.com/stops/place-bndhl,,1,2,Brookline,,,,,,,,,,,
place-bomnl,Bowdoin,42.361365,-71.062037,"Cambridge St and New Chardon St, Boston, MA 02114",https://www.mbta.com/stops/place-bomnl,,1,2,Boston,,,,,,,,,,,
place-boyls,Boylston,42.35302,-71.06459,"Boylston St and Tremont St, Boston, MA",https://www.mbta.com/stops/place-boyls,,1,2,Boston,,,,,,,,,,,
place-brdwy,Broadway,42.342622,-71.056967,"Dorchester Ave and Broadway, Boston, MA",https://www.mbta.com/stops/place-brdwy,,1,1,Boston,,,,,,,,,,,
place-brico,Packard's Corner,42.351967,-71.125031,"Commonwealth Ave and Brighton Ave, Boston, MA 02215",https://www.mbta.com/stops/place-brico,,1,2,Boston,,,,,,,,,,,
place-brkhl,Brookline Hills,42.331316,-71.126683,"Tappan St and Cypress St, Brookline, MA 02445",https://www.mbta.com/stops/place-brkhl,,1,1,Brookline,,,,,,,,,,,
place-brmnl,Brigham Circle,42.334229,-71.104609,"Huntington Ave and Francis St, Boston, MA",https://www.mbta.com/stops/place-brmnl,,1,1,Boston,,,,,,,,,,,
place-brntn,Braintree,42.207854,-71.001138,"197 Ivory St, Braintree, MA 02184",https://www.mbta.com/stops/place-brntn,,1,1,Braintree,,,,,,,,,,,
place-bucen,Boston University Central,42.350082,-71.106865,"Commonwealth Ave and Marsh Chapel, Boston, MA 02215",https://www.mbta.com/stops/place-bucen,,1,1,Boston,,,,,,,,,,,
place-buest,Boston University East,42.349735,-71.103889,"Commonwealth Ave and Granby St, Boston, MA 02215",https://www.mbta.com/stops/place-buest,,1,1,Boston,,,,,,,,,,,
place-butlr,Butler,42.272429,-71.062519,"Butler St and Branchfield St, Dorchester, MA 02124",https://www.mbta.com/stops/place-butlr,,1,1,Boston,,,,,,,,,,,
place-bvmnl,Brookline Village,42.332608,-71.116857,"31 Station St, Brookline, MA 02445",https://www.mbta.com/stops/place-bvmnl,,1,1,Brookline,,,,,,,,,,,
place-capst,Capen Street,42.267563,-71.087338,"50 Capen St, Milton, MA 02186",https://www.mbta.com/stops/place-capst,,1,1,Milton,,,,,,,,,,,
place-ccmnl,Community College,42.373622,-71.069533,"Austin St and Rutherford Ave, Charlestown, MA",https://www.mbta.com/stops/place-ccmnl,,1,1,Boston,,,,,,,,,,,
place-cedgr,Cedar Grove,42.279629,-71.060394,"Fellsway St and Milton St, Dorchester, MA 02124",https://www.mbta.com/stops/place-cedgr,,1,1,Boston,,,,,,,,,,,
place-cenav,Central Avenue,42.270027,-71.073444,"23 Central Ave, Milton, MA 02186",https://www.mbta.com/stops/place-cenav,,1,1,Milton,,,,,,,,,,,
place-chhil,Chestnut Hill,42.326753,-71.164699,"Hammond St and Chestnut Hill Rd, Newton, MA 02467",https://www.mbta.com/stops/place-chhil,,1,2,Newton,,,,,,,,,,,
place-chill,Chestnut Hill Avenue,42.338169,-71.15316,"Commonwealth Ave and Chestnut Hill Ave, Boston, MA",https://www.mbta.com/stops/place-chill,,1,2,Boston,,,,,,,,,,,
place-chmnl,Charles/MGH,42.361166,-71.070628,"Cambridge St and Charles St, Boston, MA",https://www.mbta.com/stops/place-chmnl,,1,1,Boston,,,,,,,,,,,
place-chncl,Chinatown,42.352547,-71.062752,"Washington St and Boylston St, Boston, MA",https://www.mbta.com/stops/place-chncl,,1,1,Boston,,,,,,,,,,,
place-chswk,Chiswick Road,42.340805,-71.150711,"Commonwealth Ave and Chiswick Rd, Boston, MA",https://www.mbta.com/stops/place-chswk,,1,2,Boston,,,,,,,,,,,
place-clmnl,Cleveland Circle,42.336142,-71.149326,"Beacon St and Chestnut Hill Ave, Brighton, MA",https://www.mbta.com/stops/place-clmnl,,1,1,Boston,,,,,,,,,,,
place-cntsq,Central,42.365486,-71.103802,"Massachusetts Ave and Prospect St, Cambridge, MA 02139",https://www.mbta.com/stops/place-cntsq,,1,1,Cambridge,,,,,,,,,,,
place-coecl,Copley,42.349974,-71.077447,"Boylston St and Dartmouth St, Boston, MA",https://www.mbta.com/stops/place-coecl,,1,1,Boston,,,,,,,,,,,
place-conrd,Silver Line Way,42.347154,-71.038385,nan,https://www.mbta.com/stops/place-conrd,,1,1,Boston,,,,,,,,,,,
place-cool,Coolidge Corner,42.342116,-71.121263,"Beacon St and Harvard St, Brookline, MA",https://www.mbta.com/stops/place-cool,,1,1,Brookline,,,,,,,,,,,
place-davis,Davis,42.39674,-71.121815,"College Ave and Elm St, Somerville, MA",https://www.mbta.com/stops/place-davis,,1,1,Somerville,,,,,,,,,,,
place-denrd,Dean Road,42.337807,-71.141853,"Beacon St and Dean Rd, Brookline, MA",https://www.mbta.com/stops/place-denrd,,1,2,Brookline,,,,,,,,,,,
place-dwnxg,Downtown Crossing,42.355518,-71.060225,"Washington St and Summer St, Boston, MA",https://www.mbta.com/stops/place-dwnxg,,1,1,Boston,,,,,,,,,,,
place-eliot,Eliot,42.319045,-71.216684,"248 Lincoln St, Newton, MA 02461",https://www.mbta.com/stops/place-eliot,,1,2,Newton,,,,,,,,,,,
place-engav,Englewood Avenue,42.336971,-71.14566,"Beacon St and Englewood Ave, Brookline, MA",https://www.mbta.com/stops/place-engav,,1,2,Brookline,,,,,,,,,,,
place-esomr,East Somerville,42.379467,-71.086625,"134 Washington St, Somerville, MA 02143",https://www.mbta.com/stops/place-esomr,,1,1,Somerville,,,,,,,,,,,
place-fbkst,Fairbanks Street,42.339725,-71.131073,"Beacon St and Fairbanks Ave, Brookline, MA",https://www.mbta.com/stops/place-fbkst,,1,2,Brookline,,,,,,,,,,,
place-fenwd,Fenwood Road,42.333706,-71.105728,"Huntington Ave and Fenwood Rd, Boston, MA",https://www.mbta.com/stops/place-fenwd,,1,2,Boston,,,,,,,,,,,
place-fenwy,Fenway,42.345403,-71.104213,"411 Park Dr, Boston, MA 02215",https://www.mbta.com/stops/place-fenwy,,1,1,Boston,,,,,,,,,,,
place-fldcr,Fields Corner,42.300093,-71.061667,"50 Freeman St, Dorchester, MA 02122",https://www.mbta.com/stops/place-fldcr,,1,1,Boston,,,,,,,,,,,
place-forhl,Forest Hills,42.300713,-71.113943,"Washington St and Hyde Park Ave, Jamaica Plain, MA 02130",https://www.mbta.com/stops/place-forhl,,1,1,Boston,,,,,,,,,,,
place-gilmn,Gilman Square,42.387928,-71.096766,"161 School St, Somerville, MA 02143",https://www.mbta.com/stops/place-gilmn,,1,1,Somerville,,,,,,,,,,,
place-gover,Government Center,42.359705,-71.059215,"Cambridge St and Court St, Boston, MA",https://www.mbta.com/stops/place-gover,,1,1,Boston,,,,,,,,,,,
place-grigg,Griggs Street,42.348545,-71.134949,"Commonwealth Ave and Griggs St, Boston, MA",https://www.mbta.com/stops/place-grigg,,1,2,Boston,,,,,,,,,,,
place-grnst,Green Street,42.310525,-71.107414,"150 Green St, Jamaica Plain, MA",https://www.mbta.com/stops/place-grnst,,1,1,Boston,,,,,,,,,,,
place-haecl,Haymarket,42.363021,-71.05829,"136 Blackstone St, Boston, MA 02109",https://www.mbta.com/stops/place-haecl,,1,1,Boston,,,,,,,,,,,
place-harsq,Harvard,42.373362,-71.118956,"1400 Massachusetts Ave, Cambridge, MA",https://www.mbta.com/stops/place-harsq,,1,1,Cambridge,,,,,,,,,,,
place-harvd,Harvard Avenue,42.350243,-71.131355,"Commonwealth Ave and Harvard Ave, Boston, MA",https://www.mbta.com/stops/place-harvd,,1,1,Boston,,,,,,,,,,,
place-hsmnl,Heath Street,42.328316,-71.110252,"Heath St and South Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-hsmnl,,1,1,Boston,,,,,,,,,,,
place-hwsst,Hawes Street,42.344906,-71.111145,"Beacon St and Hawes St, Brookline, MA",https://www.mbta.com/stops/place-hwsst,,1,2,Brookline,,,,,,,,,,,
place-hymnl,Hynes Convention Center,42.347888,-71.087903,"100 Massachusetts Ave, Boston, MA",https://www.mbta.com/stops/place-hymnl,,1,2,Boston,,,,,,,,,,,
place-jaksn,Jackson Square,42.323132,-71.099592,"1500 Columbus Ave, Jamaica Plain, MA",https://www.mbta.com/stops/place-jaksn,,1,1,Boston,,,,,,,,,,,
place-jfk,JFK/UMass,42.320685,-71.052391,"599 Old Colony Ave, Boston, MA 02127-3805",https://www.mbta.com/stops/place-jfk,,1,1,Boston,,,,,,,,,,,
place-kencl,Kenmore,42.348949,-71.095169,"Commonwealth Ave and Kenmore St, Boston, MA 02215",https://www.mbta.com/stops/place-kencl,,1,1,Boston,,,,,,,,,,,
place-knncl,Kendall/MIT,42.362491,-71.086176,"300 Main St, Cambridge, MA 02142",https://www.mbta.com/stops/place-knncl,,1,1,Cambridge,,,,,,,,,,,
place-kntst,Kent Street,42.344074,-71.114197,"Beacon St and Powell St, Brookline, MA",https://www.mbta.com/stops/place-kntst,,1,2,Brookline,,,,,,,,,,,
place-lake,Boston College,42.340081,-71.166769,"Commonwealth Ave and Lake St, Boston, MA 02135",https://www.mbta.com/stops/place-lake,,1,1,Boston,,,,,,,,,,,
place-lech,Lechmere,42.371572,-71.076584,"3 North First St, Cambridge, MA 02141",https://www.mbta.com/stops/place-lech,,1,1,Cambridge,,,,,,,,,,,
place-lngmd,Longwood Medical Area,42.33596,-71.100052,"Huntington Ave and Longwood Ave, Boston, MA 02115",https://www.mbta.com/stops/place-lngmd,,1,1,Boston,,,,,,,,,,,
place-longw,Longwood,42.341702,-71.109956,"30 Chapel St, Brookline, MA 02446",https://www.mbta.com/stops/place-longw,,1,1,Brookline,,,,,,,,,,,
place-masta,Massachusetts Avenue,42.341512,-71.083423,"393 Massachusetts Ave, Boston, MA 02118",https://www.mbta.com/stops/place-masta,,1,1,Boston,,,,,,,,,,,
place-matt,Mattapan,42.26762,-71.092486,"500 River St, Boston, MA 02126",https://www.mbta.com/stops/place-matt,,1,1,Boston,,,,,,,,,,,
place-mdftf,Medford/Tufts,42.407975,-71.117044,"460 Boston Ave, Medford, MA 02155",https://www.mbta.com/stops/place-mdftf,,1,1,Medford,,,,,,,,,,,
place-mfa,Museum of Fine Arts,42.337711,-71.095512,"Huntington Ave and Ruggles St, Boston, MA",https://www.mbta.com/stops/place-mfa,,1,1,Boston,,,,,,,,,,,
place-mgngl,Magoun Square,42.393682,-71.106388,"270 Lowell St, Somerville, MA 02145",https://www.mbta.com/stops/place-mgngl,,1,1,Somerville,,,,,,,,,,,
place-miltt,Milton,42.270349,-71.067266,"1 Adams St, Milton, MA 02186",https://www.mbta.com/stops/place-miltt,,1,1,Milton,,,,,,,,,,,
place-mispk,Mission Park,42.333195,-71.109756,"Huntington Ave and Mission Park Dr, Boston, MA 02115",https://www.mbta.com/stops/place-mispk,,1,2,Boston,,,,,,,,,,,
place-mlmnl,Malden Center,42.426632,-71.07411,"Commercial St and Pleasant St, Malden, MA 02148",https://www.mbta.com/stops/place-mlmnl,,1,1,Malden,,,,,,,,,,,
place-mvbcl,Maverick,42.369119,-71.03953,"Sumner St and Maverick Sq, East Boston, MA",https://www.mbta.com/stops/place-mvbcl,,1,1,Boston,,,,,,,,,,,
place-newtn,Newton Highlands,42.322381,-71.205509,"60 Station Ave, Newton, MA 02461",https://www.mbta.com/stops/place-newtn,,1,1,Newton,,,,,,,,,,,
place-newto,Newton Centre,42.329443,-71.192414,"72 Union St, Newton, MA 02459",https://www.mbta.com/stops/place-newto,,1,1,Newton,,,,,,,,,,,
place-north,North Station,42.365577,-71.06129,"135 Causeway St, Boston, MA 02114",https://www.mbta.com/stops/place-north,,1,1,Boston,,,,,,,,,,,
place-nqncy,North Quincy,42.275275,-71.029583,"Hancock St and Hunt St, Quincy, MA 02171",https://www.mbta.com/stops/place-nqncy,,1,1,Quincy,,,,,,,,,,,
place-nubn,Nubian,42.329544,-71.083982,"Washington St and Dudley St, Roxbury, MA",https://www.mbta.com/stops/place-nubn,,1,1,Boston,,,,,,,,,,,
place-nuniv,Northeastern University,42.340401,-71.088806,"Huntington Ave and Opera Pl, Boston, MA 02115",https://www.mbta.com/stops/place-nuniv,,1,1,Boston,,,,,,,,,,,
place-ogmnl,Oak Grove,42.43668,-71.071097,"Washington St and Winter St, Malden, MA 02148",https://www.mbta.com/stops/place-ogmnl,,1,1,Malden,,,,,,,,,,,
place-orhte,Orient Heights,42.386867,-71.004736,"1000 Bennington St, East Boston, MA 02128",https://www.mbta.com/stops/place-orhte,,1,1,Boston,,,,,,,,,,,
place-pktrm,Park Street,42.356395,-71.062424,"Tremont St and Winter St, Boston, MA 02108",https://www.mbta.com/stops/place-pktrm,,1,1,Boston,,,,,,,,,,,
place-portr,Porter,42.3884,-71.119149,"1899 Massachusetts Ave, Cambridge, MA 02140",https://www.mbta.com/stops/place-portr,,1,1,Cambridge,,,,,,,,,,,
place-prmnl,Prudential,42.34557,-71.081696,"Huntington Ave and Belvidere St, Boston, MA 02199",https://www.mbta.com/stops/place-prmnl,,1,1,Boston,,,,,,,,,,,
place-qamnl,Quincy Adams,42.233391,-71.007153,"Burgin Pkwy and Centre St, Quincy, MA 02169",https://www.mbta.com/stops/place-qamnl,,1,1,Quincy,,,,,,,,,,,
place-qnctr,Quincy Center,42.251809,-71.005409,"175 Thomas E Burgin Pkwy, Quincy, MA 02169",https://www.mbta.com/stops/place-qnctr,,1,1,Quincy,,,,,,,,,,,
place-rbmnl,Revere Beach,42.407843,-70.992533,"220 Shirley Ave, Revere, MA",https://www.mbta.com/stops/place-rbmnl,,1,1,Revere,,,,,,,,,,,
place-rcmnl,Roxbury Crossing,42.331397,-71.095451,"1400 Tremont St, Roxbury, MA",https://www.mbta.com/stops/place-rcmnl,,1,1,Boston,,,,,,,,,,,
place-river,Riverside,42.337352,-71.252685,"367 Grove St, Newton, MA 02466",https://www.mbta.com/stops/place-river,,1,1,Newton,,,,,,,,,,,
place-rsmnl,Reservoir,42.335088,-71.148758,"401 Chestnut Hill Ave, Brookline, MA 02445",https://www.mbta.com/stops/place-rsmnl,,1,1,Brookline,,,,,,,,,,,
place-rugg,Ruggles,42.336377,-71.088961,"1150 Tremont St, Roxbury, MA 02120",https://www.mbta.com/stops/place-rugg,,1,1,Boston,,,,,,,,,,,
place-rvrwy,Riverway,42.331684,-71.111931,"South Huntington Ave and Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-rvrwy,,1,2,Boston,,,,,,,,,,,
place-sbmnl,Stony Brook,42.317062,-71.104248,"100 Boylston St, Jamaica Plain, MA",https://www.mbta.com/stops/place-sbmnl,,1,1,Boston,,,,,,,,,,,
place-sdmnl,Suffolk Downs,42.390501,-70.997123,"1230 Bennington St, East Boston, MA 02128",https://www.mbta.com/stops/place-sdmnl,,1,1,Boston,,,,,,,,,,,
place-shmnl,Savin Hill,42.31129,-71.053331,"125 Savin Hill Ave, Dorchester, MA 02124",https://www.mbta.com/stops/place-shmnl,,1,1,Boston,,,,,,,,,,,
place-smary,Saint Mary's Street,42.345974,-71.107353,"Beacon St and Saint Mary's St, Boston, MA",https://www.mbta.com/stops/place-smary,,1,1,Brookline,,,,,,,,,,,
place-smmnl,Shawmut,42.293126,-71.065738,"Dayton St and Clementine Park, Dorchester, MA 02124",https://www.mbta.com/stops/place-smmnl,,1,1,Boston,,,,,,,,,,,
place-sougr,South Street,42.3396,-71.157661,nan,https://www.mbta.com/stops/place-sougr,,1,2,Boston,,,,,,,,,,,
place-spmnl,Science Park/West End,42.366664,-71.067666,"Leverett Circle and Nashua St, Boston, MA 02114",https://www.mbta.com/stops/place-spmnl,,1,1,Boston,,,,,,,,,,,
place-sstat,South Station,42.352271,-71.055242,"700 Atlantic Ave, Boston, MA 02110",https://www.mbta.com/stops/place-sstat,,1,1,Boston,,,,,,,,,,,
place-state,State,42.358978,-71.057598,"200 Washington St, Boston, MA",https://www.mbta.com/stops/place-state,,1,1,Boston,,,,,,,,,,,
place-sthld,Sutherland Road,42.341614,-71.146202,"Commonwealth Ave and Sutherland Rd, Boston, MA",https://www.mbta.com/stops/place-sthld,,1,2,Boston,,,,,,,,,,,
place-stpul,Saint Paul Street,42.343327,-71.116997,"Beacon St and Saint Paul St, Brookline, MA 02446",https://www.mbta.com/stops/place-stpul,,1,2,Brookline,,,,,,,,,,,
place-sull,Sullivan Square,42.383975,-71.076994,"Maffa Way and Cambridge St, Charlestown, MA 02129",https://www.mbta.com/stops/place-sull,,1,1,Boston,,,,,,,,,,,
place-sumav,Summit Avenue,42.34111,-71.12561,"Beacon St and Summit Ave, Brookline, MA",https://www.mbta.com/stops/place-sumav,,1,2,Brookline,,,,,,,,,,,
place-symcl,Symphony,42.342687,-71.085056,"Massachusetts Ave and Huntington Ave, Boston, MA",https://www.mbta.com/stops/place-symcl,,1,2,Boston,,,,,,,,,,,
place-tapst,Tappan Street,42.338459,-71.138702,"Beacon St and Tappan St, Brookline, MA",https://www.mbta.com/stops/place-tapst,,1,2,Brookline,,,,,,,,,,,
place-tumnl,Tufts Medical Center,42.349662,-71.063917,"750 Washington St, Boston, MA",https://www.mbta.com/stops/place-tumnl,,1,1,Boston,,,,,,,,,,,
place-unsqu,Union Square,42.377359,-71.094761,"50 Prospect St, Somerville, MA 02143",https://www.mbta.com/stops/place-unsqu,,1,1,Somerville,,,,,,,,,,,
place-valrd,Valley Road,42.268347,-71.081343,"291 Valley Rd, Milton, MA 02186",https://www.mbta.com/stops/place-valrd,,1,2,Milton,,,,,,,,,,,
place-waban,Waban,42.325845,-71.230609,"Beacon St and Waban Sq, Newton, MA 02468",https://www.mbta.com/stops/place-waban,,1,2,Newton,,,,,,,,,,,
place-wascm,Washington Street,42.343864,-71.142853,"Commonwealth Ave and Washington St, Boston, MA",https://www.mbta.com/stops/place-wascm,,1,1,Boston,,,,,,,,,,,
place-welln,Wellington,42.40237,-71.077082,"Revere Beach Pkwy and Rivers Edge Dr, Medford, MA 02155",https://www.mbta.com/stops/place-welln,,1,1,Medford,,,,,,,,,,,
place-wimnl,Wood Island,42.37964,-71.022865,"450 Bennington St, East Boston, MA",https://www.mbta.com/stops/place-wimnl,,1,1,Boston,,,,,,,,,,,
place-wlsta,Wollaston,42.266514,-71.020337,"90 Woodbine St, Quincy, MA 02171",https://www.mbta.com/stops/place-wlsta,,1,1,Quincy,,,,,,,,,,,
place-wondl,Wonderland,42.41342,-70.991648,"1300 North Shore Rd, Revere, MA 02151",https://www.mbta.com/stops/place-wondl,,1,1,Revere,,,,,,,,,,,
place-woodl,Woodland,42.332902,-71.243362,"1940 Washington St, Newton, MA 02466",https://www.mbta.com/stops/place-woodl,,1,1,Newton,,,,,,,,,,,
place-wrnst,Warren Street,42.348343,-71.140457,"Commonwealth Ave and Warren St, Boston, MA",https://www.mbta.com/stops/place-wrnst,,1,2,Boston,,,,,,,,,,,
